
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       1.71
16                      1.72
32                      1.72
64                      1.78
128                     2.21
256                     2.45
512                     2.77
1024                    3.45
2048                    4.54
4096                    6.74
8192                   11.28
16384                  22.74
32768                  47.72
65536                  92.68
131072                229.81
262144                410.22
524288                791.23
1048576              1591.59
2097152              3592.89
4194304              7384.20
8388608             14788.95
16777216            29620.12
33554432            59258.29
67108864           118303.77
