
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       7.43
16                      5.75
32                      5.84
64                      5.76
128                     8.92
256                     5.95
512                     6.71
1024                    7.02
2048                    8.18
4096                   13.43
8192                   17.93
16384                  20.63
32768                  30.95
65536                  55.79
131072                 84.41
262144                171.47
524288                434.67
1048576              1263.27
2097152              3269.02
4194304              7465.73
8388608             15622.68
16777216            32233.23
33554432            65883.16
67108864           134033.07
