
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       5.72
16                      5.68
32                      5.67
64                      5.89
128                     5.84
256                     5.98
512                     6.78
1024                    7.15
2048                    9.69
4096                   16.71
8192                   15.10
16384                  20.32
32768                  31.86
65536                  47.67
131072                 85.26
262144                164.87
524288                471.19
1048576              1271.43
2097152              3259.90
4194304              7295.17
8388608             15560.09
16777216            32083.06
33554432            65892.49
67108864           134008.40
