
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       1.76
16                      1.79
32                      1.83
64                      1.86
128                     2.07
256                     2.21
512                     2.70
1024                    3.41
2048                    4.48
4096                    7.04
8192                   11.54
16384                  23.14
32768                  54.70
65536                 108.01
131072                192.23
262144                380.27
524288                819.72
1048576              1677.95
2097152              3663.21
4194304              7488.92
8388608             15019.99
16777216            29861.83
33554432            58738.84
67108864           116375.34
