
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       8.84
16                      5.76
32                      8.76
64                      5.74
128                     5.76
256                     5.99
512                     7.90
1024                    7.13
2048                    8.22
4096                   14.12
8192                   17.10
16384                  20.70
32768                  30.83
65536                  51.35
131072                 82.87
262144                170.82
524288                440.39
1048576              1247.13
2097152              3308.05
4194304              7425.20
8388608             15574.47
16777216            32110.63
33554432            65748.35
67108864           133841.86
