
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.05              0.31              5.05        1000
16                      1.04              0.31              4.98        1000
32                      1.05              0.31              5.05        1000
64                      1.05              0.31              5.01        1000
128                     1.08              0.32              5.25        1000
256                     1.09              0.32              5.29        1000
512                     1.23              0.38              5.70        1000
1024                    1.33              0.43              6.18        1000
2048                    1.53              0.46              7.22        1000
4096                    7.58              0.53             13.61        1000
8192                    8.47              0.64             14.54        1000
16384                  12.96              2.37             19.76         100
32768                  18.72              2.93             28.24         100
65536                  29.69              4.58             43.04         100
131072                 50.22              9.05             69.06         100
262144                 97.37             17.65            128.24         100
524288                265.77             91.58            321.02         100
1048576               840.93            460.97            950.03         100
2097152              2251.96           1158.97           2504.85         100
4194304              5117.41           2372.43           5702.31         100
8388608             10740.77           4515.10          11975.86         100
16777216            22225.07           9076.72          24750.13         100
33554432            46150.04          19015.87          51397.07         100
67108864            93297.03          39018.34         104165.58         100
