
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.25              0.22              0.40        1000
16                      0.25              0.22              0.40        1000
32                      0.25              0.22              0.40        1000
64                      0.25              0.22              0.40        1000
128                     0.28              0.24              0.40        1000
256                     0.35              0.25              0.46        1000
512                     0.37              0.27              0.47        1000
1024                    0.45              0.36              0.58        1000
2048                    0.71              0.61              0.79        1000
4096                    0.90              0.72              0.97        1000
8192                    1.50              1.05              1.65        1000
16384                  58.82             57.31             59.61         100
32768                  63.61             61.99             64.51         100
65536                  72.44             70.81             73.84         100
131072                 85.07             82.59             86.58         100
262144                101.81            100.71            102.33         100
524288                164.73            158.61            167.68         100
1048576               361.63            354.22            368.69         100
2097152               919.48            908.52            935.90         100
4194304              2018.65           1996.00           2033.99         100
8388608              4152.47           4107.86           4184.96         100
16777216             8751.03           8675.19           8809.10         100
33554432            18430.20          18268.90          18580.30         100
67108864            38323.83          37992.35          38445.76         100
