
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.74              0.34             18.12        1000
16                      1.71              0.33             18.27        1000
32                      1.77              0.34             24.17        1000
64                      1.71              0.34             17.88        1000
128                     1.73              0.34             18.28        1000
256                     1.75              0.34             17.78        1000
512                     1.93              0.41             20.73        1000
1024                    2.12              0.43             28.33        1000
2048                    2.26              0.46             22.72        1000
4096                   27.97              0.56             51.34        1000
8192                   46.05              0.74             76.50        1000
16384                  30.78              3.06             54.09         100
32768                  38.52              3.68             71.26         100
65536                  48.37              5.06             80.51         100
131072                 72.25              8.74            114.59         100
262144                151.55             19.24            257.26         100
524288                305.77             98.78            405.46         100
1048576              1038.71            465.45           1203.59         100
2097152              2360.42           1085.40           2727.20         100
4194304              5274.59           2230.07           6090.37         100
8388608             10778.19           4494.48          12394.17         100
16777216            21937.55           8938.87          25024.15         100
33554432            44649.99          18358.82          50880.15         100
67108864            90232.21          36604.92         102282.94         100
