
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.78              0.29              1.29        1000
16                      0.82              0.34              1.29        1000
32                      0.80              0.31              1.41        1000
64                      0.77              0.30              1.29        1000
128                     0.82              0.35              1.43        1000
256                     0.91              0.34              1.61        1000
512                     0.99              0.40              1.78        1000
1024                    1.26              0.76              1.75        1000
2048                    1.94              1.33              2.34        1000
4096                    2.60              1.98              3.17        1000
8192                    3.50              1.92              4.20        1000
16384                 397.22            374.23            411.24         100
32768                 389.86            357.02            418.80         100
65536                 414.93            379.13            445.43         100
131072                728.43            443.60           1003.88         100
262144                517.35            484.33            584.22         100
524288                645.76            587.60            697.54         100
1048576               757.72            701.21            804.58         100
2097152              1318.08           1179.74           1369.78         100
4194304              2575.01           2482.63           2706.64         100
8388608              6126.83           5498.47           6745.56         100
16777216            10162.43           9706.89          10602.29         100
33554432            20013.87          18942.72          21061.87         100
67108864            41315.43          39363.28          42978.51         100
