
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.67              0.68              8.28        1000
16                      1.67              0.73              6.95        1000
32                      1.69              0.74              6.76        1000
64                      1.70              0.71              6.75        1000
128                     1.90              0.74             14.32        1000
256                     1.91              0.74              8.48        1000
512                     2.18              0.79              9.59        1000
1024                    2.59              1.19             15.44        1000
2048                    3.38              1.57             14.07        1000
4096                    4.65              2.07             18.69        1000
8192                    7.26              2.76             33.24        1000
16384                  17.00              4.79             45.73         100
32768                  34.70              9.49             71.92         100
65536                  75.56             48.58            131.16         100
131072                177.95            142.80            267.20         100
262144                468.83            427.14            591.33         100
524288                839.67            804.27            943.36         100
1048576              1626.56           1592.46           1717.66         100
2097152              3123.34           3102.01           3202.11         100
4194304              6417.23           6386.25           6542.17         100
8388608             13008.98          12989.68          13089.07         100
16777216            25910.62          25888.34          25991.40         100
33554432            51605.21          51572.78          51771.78         100
67108864           104295.57         104275.56         104441.51         100
