
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.56              0.34              2.06        1000
16                      0.57              0.35              2.23        1000
32                      0.57              0.35              2.13        1000
64                      0.58              0.36              2.19        1000
128                     0.64              0.35              2.53        1000
256                     0.63              0.34              2.79        1000
512                     0.69              0.34              3.25        1000
1024                    0.84              0.40              3.99        1000
2048                    1.08              0.53              5.11        1000
4096                    1.41              0.58              7.94        1000
8192                    1.97              0.67             12.20        1000
16384                   3.67              1.06             18.41         100
32768                   5.90              1.85             26.59         100
65536                  21.38             14.18             40.65         100
131072                 55.51             42.48             78.44         100
262144                125.22            109.89            152.92         100
524288                255.79            244.04            287.04         100
1048576               520.21            511.60            552.12         100
2097152              1038.06           1028.55           1070.53         100
4194304              2187.34           2178.73           2220.14         100
8388608              4424.58           4415.89           4458.03         100
16777216             8943.34           8934.38           8977.82         100
33554432            17992.38          17983.84          18057.05         100
67108864            36152.40          36143.24          36226.33         100
