
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       2.73              1.32              4.49        1000
16                      2.83              1.54              4.58        1000
32                      2.75              1.32              4.55        1000
64                      2.73              1.31              4.52        1000
128                     2.84              1.38              4.74        1000
256                     2.81              1.37              4.61        1000
512                     3.24              1.53              5.06        1000
1024                    3.55              1.68              5.43        1000
2048                    3.83              1.81              5.91        1000
4096                    4.10              1.88              6.41        1000
8192                    4.82              2.11              7.51        1000
16384                  62.99             62.41             63.56         100
32768                  75.45             69.46             78.26         100
65536                  95.29             84.62            104.69         100
131072                109.42            102.29            113.06         100
262144                139.00            134.59            141.43         100
524288                218.52            212.05            221.20         100
1048576               466.89            436.64            478.20         100
2097152              1231.62           1196.14           1249.89         100
4194304              2718.35           2620.21           2769.76         100
8388608              5704.92           5536.50           5787.50         100
16777216            11898.58          11622.28          12074.64         100
33554432            24738.13          24097.60          25065.34         100
67108864            49636.30          48267.22          50114.27         100
