
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       2.72              1.36              4.47        1000
16                      2.70              1.37              4.47        1000
32                      2.77              1.44              4.48        1000
64                      2.73              1.37              4.54        1000
128                     2.74              1.38              4.53        1000
256                     2.86              1.39              4.61        1000
512                     3.35              1.60              5.73        1000
1024                    3.51              1.77              5.34        1000
2048                    3.80              1.85              5.89        1000
4096                    4.15              1.97              6.32        1000
8192                    4.85              2.25              7.52        1000
16384                  63.30             62.54             64.23         100
32768                  73.55             68.20             76.58         100
65536                  82.47             79.58             84.70         100
131072                106.33            101.73            111.90         100
262144                140.31            137.14            142.84         100
524288                216.60            209.42            218.85         100
1048576               472.06            442.95            479.29         100
2097152              1360.87           1338.48           1383.18         100
4194304              2708.97           2612.01           2757.80         100
8388608              5681.41           5473.40           5786.14         100
16777216            11937.33          11663.33          12156.94         100
33554432            24726.40          24091.12          25059.44         100
67108864            49794.87          48636.09          50236.68         100
