
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.70              0.32             18.31        1000
16                      1.72              0.31             18.01        1000
32                      1.72              0.32             19.86        1000
64                      1.71              0.32             18.70        1000
128                     1.72              0.32             18.31        1000
256                     1.74              0.32             18.48        1000
512                     1.98              0.38             24.69        1000
1024                    2.08              0.40             22.61        1000
2048                    2.26              0.42             22.59        1000
4096                   31.11              0.53             54.09        1000
8192                   27.80              0.68             51.64        1000
16384                  31.04              3.12             54.31         100
32768                  37.27              3.53             64.56         100
65536                  47.70              4.96             80.47         100
131072                 74.64              8.91            114.74         100
262144                135.64             18.90            189.59         100
524288                323.74             98.46            408.79         100
1048576               898.66            465.46           1108.29         100
2097152              2347.64           1080.43           2823.42         100
4194304              5166.23           2188.57           6007.94         100
8388608             11111.57           4445.70          12978.24         100
16777216            21930.55           8963.21          25151.81         100
33554432            44523.57          17885.13          50632.38         100
67108864            90511.97          36325.47         103038.50         100
