
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.78              0.34              1.27        1000
16                      0.75              0.35              1.27        1000
32                      0.74              0.32              1.29        1000
64                      0.72              0.29              1.31        1000
128                     0.76              0.32              1.35        1000
256                     0.92              0.44              1.55        1000
512                     1.02              0.43              2.14        1000
1024                    1.34              0.87              1.87        1000
2048                    1.91              1.34              2.35        1000
4096                    2.78              2.25              3.33        1000
8192                    3.55              1.71              4.28        1000
16384                 408.74            382.01            429.65         100
32768                 383.69            359.30            412.70         100
65536                 433.79            379.80            501.72         100
131072                435.90            405.89            465.03         100
262144                559.23            483.60            581.51         100
524288                649.24            602.08            691.61         100
1048576               711.33            662.89            754.56         100
2097152              1265.80           1201.45           1381.85         100
4194304              2505.19           2443.59           2565.36         100
8388608              5779.94           5259.37           6318.83         100
16777216             9950.73           9513.55          10386.42         100
33554432            20488.67          19213.29          21393.11         100
67108864            41572.77          39569.77          43194.72         100
