
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.58              0.32              2.19        1000
16                      0.58              0.32              2.21        1000
32                      0.60              0.32              2.47        1000
64                      0.59              0.33              2.28        1000
128                     0.61              0.34              2.47        1000
256                     0.65              0.32              2.90        1000
512                     0.71              0.33              3.19        1000
1024                    0.85              0.39              4.01        1000
2048                    1.06              0.50              4.88        1000
4096                    1.39              0.56              7.85        1000
8192                    1.92              0.66             11.51        1000
16384                   3.61              1.16             16.78         100
32768                   5.75              1.91             23.34         100
65536                  21.24             13.81             40.49         100
131072                 54.32             41.31             76.76         100
262144                123.25            106.67            151.10         100
524288                255.16            239.93            281.95         100
1048576               503.71            492.36            533.11         100
2097152              1034.16           1024.72           1064.59         100
4194304              2169.86           2160.81           2201.46         100
8388608              4495.74           4486.79           4528.48         100
16777216             8927.15           8917.93           8960.76         100
33554432            18100.08          18090.20          18164.93         100
67108864            36543.98          36534.03          36616.03         100
