
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       2.74              1.32              4.57        1000
16                      2.71              1.30              4.51        1000
32                      2.73              1.32              4.54        1000
64                      2.73              1.31              4.55        1000
128                     2.75              1.33              4.58        1000
256                     2.92              1.37              4.72        1000
512                     3.31              1.57              5.21        1000
1024                    3.53              1.70              5.44        1000
2048                    3.79              1.82              5.87        1000
4096                    4.12              1.91              6.39        1000
8192                    4.85              2.23              7.43        1000
16384                  64.21             63.35             64.99         100
32768                  73.37             67.67             76.29         100
65536                  90.97             85.65             95.81         100
131072                103.67             98.60            107.73         100
262144                139.07            135.46            141.65         100
524288                222.24            214.40            225.19         100
1048576               481.49            461.17            502.36         100
2097152              1186.25           1163.70           1204.21         100
4194304              2696.14           2621.98           2729.75         100
8388608              5506.85           5319.40           5592.94         100
16777216            11471.16          11062.77          11634.20         100
33554432            23687.54          22936.83          23947.46         100
67108864            48981.62          47603.09          49488.94         100
