
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.83              0.38              1.28        1000
16                      0.81              0.36              1.25        1000
32                      0.82              0.40              1.28        1000
64                      0.83              0.41              1.27        1000
128                     0.89              0.44              1.51        1000
256                     0.96              0.39              1.59        1000
512                     1.07              0.46              1.92        1000
1024                    1.47              1.04              1.97        1000
2048                    1.95              1.37              2.47        1000
4096                    2.86              2.38              3.41        1000
8192                    3.74              2.36              4.49        1000
16384                 395.79            362.89            440.27         100
32768                 396.32            380.75            413.47         100
65536                 417.34            393.03            476.87         100
131072                447.48            422.00            479.84         100
262144                513.76            481.04            552.40         100
524288                602.28            557.50            642.33         100
1048576               724.06            682.22            759.68         100
2097152              1279.12           1230.46           1317.24         100
4194304              2537.82           2456.52           2600.99         100
8388608              5568.08           5032.14           6072.12         100
16777216            10509.41           9930.13          10928.11         100
33554432            20176.57          19365.85          20937.38         100
67108864            42616.75          40843.31          44369.46         100
