
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.73              0.69              7.12        1000
16                      1.72              0.71              8.31        1000
32                      1.78              0.73              7.11        1000
64                      1.75              0.69              7.49        1000
128                     1.87              0.76              7.86        1000
256                     1.99              0.75             12.42        1000
512                     2.19              0.71              9.83        1000
1024                    2.59              1.07             15.13        1000
2048                    3.47              1.58             14.55        1000
4096                    4.78              2.17             23.67        1000
8192                    7.23              2.68             29.43        1000
16384                  16.71              5.39             46.83         100
32768                  34.57             10.36             71.06         100
65536                 141.35             46.37            518.62         100
131072                172.51            135.81            247.57         100
262144                437.26            396.70            535.04         100
524288                857.97            807.45            974.96         100
1048576              1556.46           1529.88           1647.55         100
2097152              3077.45           3046.78           3154.54         100
4194304              6885.07           6864.57           6960.81         100
8388608             13276.68          13244.70          13396.81         100
16777216            24779.92          24757.17          24864.64         100
33554432            51163.99          51142.25          51277.42         100
67108864           102903.12         102870.13         103013.67         100
