
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.69              0.77              9.77        1000
16                      1.64              0.74              6.85        1000
32                      1.67              0.73              6.96        1000
64                      1.71              0.77              7.32        1000
128                     1.83              0.78              8.47        1000
256                     1.94              0.81             10.46        1000
512                     2.16              0.86              9.57        1000
1024                    2.50              1.17             11.58        1000
2048                    3.40              1.70             13.51        1000
4096                    4.64              2.23             19.17        1000
8192                    7.20              2.41             30.66        1000
16384                  17.42              5.40             48.08         100
32768                  35.67             10.52             99.10         100
65536                  74.48             49.47            137.32         100
131072                177.94            144.56            282.69         100
262144                386.47            347.83            492.36         100
524288                893.56            851.52           1022.13         100
1048576              1740.85           1702.61           1822.73         100
2097152              3021.75           2992.74           3103.90         100
4194304              6275.52           6251.72           6354.94         100
8388608             12467.45          12429.66          12560.32         100
16777216            25900.19          25877.24          25988.77         100
33554432            51789.54          51756.20          51899.06         100
67108864           103230.02         103191.66         103361.62         100
