
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.83              0.27              2.68        1000
16                      0.82              0.31              1.24        1000
32                      0.81              0.30              1.27        1000
64                      0.79              0.31              1.25        1000
128                     0.77              0.31              1.42        1000
256                     0.95              0.35              3.45        1000
512                     1.04              0.47              1.88        1000
1024                    1.30              0.85              1.82        1000
2048                    2.01              1.39              2.52        1000
4096                    3.04              2.45              4.43        1000
8192                    3.38              1.78              4.12        1000
16384                 423.63            358.36            451.49         100
32768                 456.54            401.38            490.08         100
65536                 557.91            448.67            618.04         100
131072                478.06            449.14            510.85         100
262144                525.44            471.32            553.43         100
524288                653.66            592.51            728.51         100
1048576               770.93            695.19            811.38         100
2097152              1296.26           1194.77           1371.19         100
4194304              2558.87           2488.50           2668.39         100
8388608              5624.26           5034.59           6176.76         100
16777216             9917.51           9444.14          10415.47         100
33554432            19945.11          18836.59          20778.56         100
67108864            41431.10          39257.70          42988.09         100
