
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.66              0.62              7.16        1000
16                      1.72              0.61              7.30        1000
32                      1.70              0.61              6.94        1000
64                      1.73              0.61              7.08        1000
128                     1.86              0.71              8.33        1000
256                     1.98              0.63             13.99        1000
512                     2.25              0.75             10.37        1000
1024                    2.58              1.07             11.84        1000
2048                    3.46              1.54             14.74        1000
4096                    4.60              1.85             18.50        1000
8192                    7.05              2.47             30.13        1000
16384                  17.27              4.62             46.10         100
32768                  34.98              9.57            120.05         100
65536                  75.29             45.77            156.48         100
131072                173.82            133.78            254.94         100
262144                402.48            351.54            508.57         100
524288                937.13            888.73           1061.71         100
1048576              1632.29           1603.07           1719.25         100
2097152              3115.79           3093.06           3197.49         100
4194304              6251.37           6226.76           6339.88         100
8388608             13299.72          13275.45          13384.54         100
16777216            25783.66          25764.91          25857.87         100
33554432            53015.21          52993.56          53130.37         100
67108864           103866.70         103805.95         104003.13         100
