
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       8.92              3.65             16.10        1000
16                      8.77              3.85             16.09        1000
32                      9.57              3.85             17.51        1000
64                      8.87              3.97             16.13        1000
128                     9.01              3.89             16.32        1000
256                     9.32              4.65             16.15        1000
512                    10.21              5.22             17.11        1000
1024                   11.52              5.37             19.20        1000
2048                   11.04              4.71             18.40        1000
4096                   11.63              5.29             19.37        1000
8192                   13.57              5.65             21.80        1000
16384                 393.25            378.19            411.95         100
32768                 396.84            373.24            424.94         100
65536                 444.57            430.14            456.92         100
131072                476.04            459.67            493.51         100
262144                587.91            562.12            615.50         100
524288                684.65            656.52            723.26         100
1048576               943.98            892.31            990.19         100
2097152              1829.89           1678.67           1983.10         100
4194304              3591.73           3207.51           3900.05         100
8388608              7689.23           7343.77           8021.90         100
16777216            14276.74          13624.19          15026.07         100
33554432            29479.95          27567.45          31104.56         100
67108864            59109.43          55277.25          62482.93         100
