
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.57              0.33              2.27        1000
16                      0.57              0.34              2.29        1000
32                      0.59              0.34              2.54        1000
64                      0.58              0.34              2.35        1000
128                     0.61              0.34              2.52        1000
256                     0.64              0.33              3.26        1000
512                     0.69              0.34              3.33        1000
1024                    0.84              0.41              4.13        1000
2048                    1.07              0.53              5.07        1000
4096                    1.36              0.57              7.55        1000
8192                    1.91              0.63             11.65        1000
16384                   3.46              1.16             15.84         100
32768                   5.66              1.88             23.35         100
65536                  23.00             15.02             53.19         100
131072                 55.21             41.48             78.83         100
262144                124.70            106.40            148.95         100
524288                254.63            239.04            280.37         100
1048576               499.52            488.00            528.45         100
2097152              1023.59           1012.67           1053.18         100
4194304              2163.57           2153.59           2196.91         100
8388608              4437.53           4428.58           4471.15         100
16777216             8931.89           8922.22           8966.25         100
33554432            17965.44          17955.17          18031.66         100
67108864            36259.84          36248.23          36335.88         100
