
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.57              0.33              2.42        1000
16                      0.56              0.33              2.22        1000
32                      0.56              0.33              2.15        1000
64                      0.63              0.34              2.87        1000
128                     0.60              0.34              2.44        1000
256                     0.62              0.34              2.72        1000
512                     0.69              0.34              3.17        1000
1024                    0.83              0.41              3.92        1000
2048                    1.06              0.52              5.13        1000
4096                    1.36              0.58              7.59        1000
8192                    1.94              0.62             11.72        1000
16384                   3.48              1.07             16.70         100
32768                   5.73              1.77             23.04         100
65536                  21.21             14.58             40.78         100
131072                 55.19             43.72             77.46         100
262144                121.56            103.07            148.68         100
524288                262.94            249.25            292.97         100
1048576               504.85            494.58            535.65         100
2097152              1045.58           1036.18           1075.87         100
4194304              2189.82           2180.77           2221.86         100
8388608              4451.41           4442.17           4484.65         100
16777216             8912.44           8902.37           8946.19         100
33554432            18083.42          18073.85          18149.19         100
67108864            36377.84          36367.60          36451.82         100
