
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.63              0.65              6.96        1000
16                      1.70              0.70              6.85        1000
32                      1.69              0.66              6.98        1000
64                      1.74              0.68              9.97        1000
128                     1.86              0.77              9.52        1000
256                     1.94              0.72             10.23        1000
512                     2.20              0.78             11.99        1000
1024                    2.53              1.11             12.14        1000
2048                    3.43              1.57             16.92        1000
4096                    4.75              2.18             23.14        1000
8192                    7.24              2.78             31.13        1000
16384                  16.94              4.36             50.71         100
32768                  34.70             10.65             72.61         100
65536                  76.71             54.87            156.05         100
131072                216.72            179.67            337.83         100
262144                395.20            353.76            507.09         100
524288                901.80            863.78           1035.13         100
1048576              1574.29           1554.71           1645.61         100
2097152              3275.68           3250.58           3349.32         100
4194304              6415.88           6388.92           6517.39         100
8388608             13504.57          13482.52          13598.52         100
16777216            25997.93          25954.32          26102.92         100
33554432            52303.24          52261.24          52456.47         100
67108864           105237.52         105219.10         105374.81         100
