
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.76              0.31              1.20        1000
16                      0.77              0.30              1.26        1000
32                      0.77              0.30              1.22        1000
64                      0.82              0.28              1.41        1000
128                     0.86              0.31              1.46        1000
256                     0.95              0.28              1.65        1000
512                     1.03              0.34              1.89        1000
1024                    1.39              0.85              1.85        1000
2048                    1.90              1.19              2.30        1000
4096                    2.80              2.25              5.58        1000
8192                    3.58              1.94              4.38        1000
16384                 377.15            362.40            393.40         100
32768                 393.46            373.17            412.91         100
65536                 429.71            407.32            457.81         100
131072                431.72            404.22            452.66         100
262144                538.45            502.08            570.43         100
524288                610.23            568.55            662.21         100
1048576               699.66            659.13            724.58         100
2097152              1287.28           1205.13           1339.76         100
4194304              2508.71           2455.49           2582.61         100
8388608              5632.46           5089.34           6089.57         100
16777216            10111.97           9735.64          10530.95         100
33554432            20713.47          19957.39          21389.55         100
67108864            42931.49          41530.79          44397.69         100
