
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.09              0.33              5.11        1000
16                      1.06              0.33              5.14        1000
32                      1.05              0.33              5.03        1000
64                      1.07              0.33              5.27        1000
128                     1.07              0.33              5.13        1000
256                     1.11              0.33              5.55        1000
512                     1.34              0.39              7.71        1000
1024                    1.42              0.42              6.37        1000
2048                    1.58              0.47              7.21        1000
4096                    7.57              0.55             13.43        1000
8192                    8.68              0.68             14.96        1000
16384                  12.55              2.33             19.27         100
32768                  19.44              2.89             29.00         100
65536                  30.05              4.66             43.52         100
131072                 52.11              8.93             71.67         100
262144                 99.33             17.94            129.42         100
524288                267.86             93.33            324.29         100
1048576               868.04            480.87            980.04         100
2097152              2291.20           1188.76           2541.03         100
4194304              5163.71           2394.75           5742.83         100
8388608             11032.09           4826.86          12281.40         100
16777216            22711.47           9308.13          25332.20         100
33554432            46609.95          19367.63          51999.09         100
67108864            93256.59          38442.12         104229.47         100
