
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       9.38              3.96             17.12        1000
16                      8.99              4.06             16.28        1000
32                      8.98              3.87             16.28        1000
64                      9.09              4.07             16.48        1000
128                     9.23              3.98             16.54        1000
256                     9.42              4.33             16.18        1000
512                    10.20              5.25             17.20        1000
1024                   10.86              5.57             17.52        1000
2048                   11.34              5.02             19.15        1000
4096                   11.65              5.59             19.32        1000
8192                   13.20              6.10             21.45        1000
16384                 411.61            386.15            436.16         100
32768                 403.58            373.15            432.41         100
65536                 431.49            413.33            452.33         100
131072                491.26            466.82            514.52         100
262144                556.98            533.00            583.40         100
524288                705.00            673.71            738.31         100
1048576               906.76            841.07            980.01         100
2097152              1830.19           1683.49           1977.52         100
4194304              3774.66           3365.84           4088.93         100
8388608              7588.76           7250.02           7886.79         100
16777216            14939.68          14032.17          15754.49         100
33554432            29094.54          27234.30          30772.39         100
67108864            60196.10          56051.29          63710.99         100
