
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.56              0.35              2.20        1000
16                      0.56              0.34              2.33        1000
32                      0.56              0.34              2.27        1000
64                      0.57              0.34              2.32        1000
128                     0.61              0.37              2.74        1000
256                     0.61              0.35              2.78        1000
512                     0.68              0.37              3.19        1000
1024                    0.83              0.42              3.94        1000
2048                    1.05              0.52              5.00        1000
4096                    1.39              0.59              7.65        1000
8192                    1.94              0.67             11.69        1000
16384                   3.46              1.09             16.00         100
32768                   5.72              1.89             23.10         100
65536                  21.58             15.26             42.82         100
131072                 54.73             43.11             79.49         100
262144                122.58            107.49            151.34         100
524288                258.93            247.67            290.63         100
1048576               499.21            486.92            525.85         100
2097152              1024.17           1016.87           1054.27         100
4194304              2180.73           2171.35           2212.51         100
8388608              4417.70           4408.54           4449.15         100
16777216             8926.62           8917.15           8959.03         100
33554432            18092.65          18083.56          18153.66         100
67108864            36223.10          36213.61          36289.53         100
