
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       8.94              3.67             16.26        1000
16                      8.96              3.69             16.35        1000
32                      9.08              3.66             16.12        1000
64                      8.96              3.89             16.29        1000
128                     9.23              4.02             16.66        1000
256                     9.48              4.20             16.65        1000
512                    10.19              5.01             17.12        1000
1024                   10.94              5.29             17.80        1000
2048                   11.10              4.87             18.53        1000
4096                   12.55              5.05             21.74        1000
8192                   13.29              5.54             21.50        1000
16384                 395.78            376.16            418.79         100
32768                 432.79            412.79            464.25         100
65536                 441.31            404.15            473.24         100
131072                502.07            478.15            525.93         100
262144                546.91            528.24            578.85         100
524288                690.04            663.47            727.55         100
1048576               890.77            825.10            925.03         100
2097152              1766.77           1631.52           1927.02         100
4194304              4371.88           3658.70           4648.91         100
8388608              7460.67           7130.40           7861.29         100
16777216            14285.00          13505.93          15049.58         100
33554432            28956.32          27486.43          30363.01         100
67108864            60719.41          57865.24          63335.42         100
