
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       2.78              1.35              4.56        1000
16                      2.78              1.34              4.48        1000
32                      2.72              1.34              4.50        1000
64                      2.74              1.35              4.49        1000
128                     2.80              1.37              4.56        1000
256                     2.79              1.37              4.57        1000
512                     3.25              1.56              5.05        1000
1024                    3.53              1.73              5.38        1000
2048                    3.81              1.82              5.86        1000
4096                    4.10              1.94              6.35        1000
8192                    4.81              2.21              7.48        1000
16384                  62.99             62.07             63.74         100
32768                  73.99             67.88             77.80         100
65536                  83.93             81.88             86.13         100
131072                104.35             99.42            107.95         100
262144                141.94            136.15            145.16         100
524288                220.98            215.26            225.57         100
1048576               461.50            427.40            474.56         100
2097152              1194.21           1160.73           1215.82         100
4194304              2612.63           2532.50           2657.27         100
8388608              5484.09           5282.73           5678.47         100
16777216            11436.42          11112.88          11574.46         100
33554432            23422.92          22638.26          23682.26         100
67108864            48498.79          47251.38          48996.82         100
