
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       9.15              3.85             16.02        1000
16                      8.97              3.81             16.04        1000
32                      9.26              3.61             17.06        1000
64                      9.63              3.70             24.65        1000
128                     9.41              3.90             16.36        1000
256                     9.48              4.33             16.42        1000
512                    10.51              5.18             17.42        1000
1024                   10.79              5.25             17.33        1000
2048                   11.12              5.13             18.28        1000
4096                   12.12              5.48             20.26        1000
8192                   13.31              5.72             21.65        1000
16384                 398.29            375.11            409.81         100
32768                 411.38            391.44            439.74         100
65536                 426.88            407.44            443.54         100
131072                493.13            467.47            510.67         100
262144                565.75            549.60            594.80         100
524288                693.30            669.22            736.27         100
1048576               942.12            881.42            991.46         100
2097152              1871.07           1710.50           2026.97         100
4194304              3592.85           3185.73           3964.34         100
8388608              7594.41           7244.63           7939.83         100
16777216            14378.60          13498.04          15253.12         100
33554432            28996.74          27382.24          30520.64         100
67108864            60863.26          57121.43          64129.10         100
