
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.56              0.32              2.36        1000
16                      0.56              0.32              2.25        1000
32                      0.56              0.32              2.31        1000
64                      0.63              0.32              2.95        1000
128                     0.60              0.32              2.53        1000
256                     0.63              0.32              2.93        1000
512                     0.69              0.32              3.33        1000
1024                    0.85              0.40              4.24        1000
2048                    1.05              0.52              5.09        1000
4096                    1.37              0.57              7.78        1000
8192                    1.96              0.64             12.38        1000
16384                   3.42              1.07             15.96         100
32768                   5.67              1.81             22.95         100
65536                  21.41             15.35             40.73         100
131072                 55.20             42.48             80.26         100
262144                124.74            107.82            149.77         100
524288                256.84            241.91            283.86         100
1048576               508.28            497.61            537.62         100
2097152              1041.67           1031.08           1071.32         100
4194304              2170.19           2160.73           2201.31         100
8388608              4434.70           4426.61           4466.62         100
16777216             8944.62           8936.03           8977.97         100
33554432            17962.39          17953.89          18027.01         100
67108864            36227.78          36218.77          36296.39         100
