
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.05              0.32              5.03        1000
16                      1.07              0.32              5.07        1000
32                      1.05              0.32              5.04        1000
64                      1.05              0.32              5.04        1000
128                     1.08              0.32              5.42        1000
256                     1.09              0.32              5.23        1000
512                     1.24              0.39              5.73        1000
1024                    1.35              0.41              6.28        1000
2048                    1.52              0.43              7.13        1000
4096                    7.47              0.51             13.35        1000
8192                    8.54              0.66             14.80        1000
16384                  12.50              2.34             19.33         100
32768                  19.53              2.85             29.26         100
65536                  29.89              4.46             43.25         100
131072                 50.91              9.14             70.02         100
262144                107.61             17.80            144.33         100
524288                268.93             92.29            323.98         100
1048576               852.88            460.18            959.54         100
2097152              2267.25           1169.63           2522.45         100
4194304              4997.46           2372.85           5563.84         100
8388608             10709.61           4822.81          11929.17         100
16777216            22516.14           9625.16          25094.97         100
33554432            46566.33          19636.29          51997.16         100
67108864            92393.38          38364.15         103284.47         100
