
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.70              0.34             18.41        1000
16                      1.74              0.34             18.52        1000
32                      1.75              0.34             18.26        1000
64                      1.84              0.34             25.19        1000
128                     1.78              0.34             20.24        1000
256                     1.75              0.35             18.48        1000
512                     1.93              0.40             19.99        1000
1024                    2.05              0.42             21.20        1000
2048                    2.35              0.45             30.85        1000
4096                   30.45              0.55             55.89        1000
8192                   31.54              0.72             60.37        1000
16384                  30.36              2.88             53.91         100
32768                  37.39              3.56             64.42         100
65536                  49.90              5.09             84.21         100
131072                 73.35              9.20            114.67         100
262144                122.10             18.91            173.95         100
524288                333.04            101.26            421.14         100
1048576               914.81            456.75           1084.21         100
2097152              2364.17           1080.77           2775.40         100
4194304              5180.87           2223.07           6050.52         100
8388608             10738.89           4469.72          12310.10         100
16777216            22122.36           9184.83          25468.06         100
33554432            44046.91          18595.86          50060.28         100
67108864            89255.68          37028.45         101290.54         100
