
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.69              0.33             18.42        1000
16                      1.73              0.33             18.75        1000
32                      1.70              0.33             18.24        1000
64                      1.74              0.33             20.44        1000
128                     1.75              0.33             21.03        1000
256                     1.77              0.34             18.36        1000
512                     1.94              0.40             20.74        1000
1024                    2.04              0.43             20.89        1000
2048                    2.34              0.45             24.34        1000
4096                   27.95              0.53             55.03        1000
8192                   29.53              0.73             57.66        1000
16384                  52.30              3.01             79.10         100
32768                  39.57              3.60             67.77         100
65536                  48.65              5.02             81.78         100
131072                 74.51              9.03            116.62         100
262144                122.48             18.29            173.75         100
524288                358.72            100.38            478.40         100
1048576               919.15            461.20           1104.44         100
2097152              2312.85           1088.20           2663.37         100
4194304              5206.45           2196.64           5998.03         100
8388608             10701.06           4489.98          12238.76         100
16777216            21874.89           9053.23          24907.18         100
33554432            44571.01          18263.00          51130.02         100
67108864            90048.32          36721.48         102222.62         100
