
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.05              0.33              5.14        1000
16                      1.10              0.33              5.39        1000
32                      1.06              0.33              5.38        1000
64                      1.05              0.33              5.07        1000
128                     1.07              0.33              5.37        1000
256                     1.09              0.34              5.49        1000
512                     1.24              0.41              5.84        1000
1024                    1.38              0.43              6.57        1000
2048                    1.55              0.46              7.43        1000
4096                    7.50              0.52             13.53        1000
8192                    8.51              0.63             14.74        1000
16384                  12.53              2.40             19.41         100
32768                  18.90              2.90             28.55         100
65536                  30.51              4.51             44.73         100
131072                 51.62              8.73             71.28         100
262144                 98.25             17.85            127.86         100
524288                268.08             96.45            322.30         100
1048576               854.93            471.02            960.64         100
2097152              2288.42           1189.56           2543.75         100
4194304              5131.47           2397.79           5710.58         100
8388608             10861.85           4767.34          12115.20         100
16777216            22269.05           9206.45          24784.42         100
33554432            46188.63          19691.61          51404.20         100
67108864            93474.55          38609.61         104320.22         100
