
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.26              0.23              0.41        1000
16                      0.25              0.23              0.40        1000
32                      0.25              0.23              0.40        1000
64                      0.25              0.23              0.40        1000
128                     0.28              0.23              0.40        1000
256                     0.35              0.25              0.46        1000
512                     0.38              0.28              0.48        1000
1024                    0.45              0.35              0.58        1000
2048                    0.65              0.54              0.76        1000
4096                    0.89              0.74              1.10        1000
8192                    1.45              1.04              1.60        1000
16384                  59.70             58.16             61.94         100
32768                  67.54             62.57             73.02         100
65536                  71.29             69.41             72.33         100
131072                 83.45             81.28             84.33         100
262144                101.92            101.24            102.59         100
524288                158.38            156.88            160.67         100
1048576               362.21            357.31            366.67         100
2097152               937.00            914.29            954.64         100
4194304              1995.52           1957.94           2029.39         100
8388608              4138.91           4087.44           4196.14         100
16777216             8751.26           8645.59           8830.75         100
33554432            18414.00          18207.99          18572.02         100
67108864            38355.36          37882.32          38512.50         100
