
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.27              0.21              0.43        1000
16                      0.27              0.21              0.43        1000
32                      0.27              0.21              0.43        1000
64                      0.27              0.21              0.43        1000
128                     0.28              0.23              0.44        1000
256                     0.35              0.26              0.44        1000
512                     0.39              0.28              0.47        1000
1024                    0.44              0.33              0.54        1000
2048                    0.65              0.55              0.72        1000
4096                    0.76              0.62              0.86        1000
8192                    1.46              0.97              1.72        1000
16384                  59.35             57.94             60.22         100
32768                  66.00             64.90             66.83         100
65536                  73.01             71.23             73.89         100
131072                 84.23             81.63             85.89         100
262144                106.02            101.58            109.21         100
524288                161.45            155.30            164.40         100
1048576               356.51            353.52            359.10         100
2097152               921.18            907.89            927.88         100
4194304              1998.91           1988.60           2008.65         100
8388608              4161.07           4112.46           4192.32         100
16777216             8746.20           8661.85           8808.94         100
33554432            18574.12          18391.05          18702.51         100
67108864            38457.35          37953.08          38621.49         100
