
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       8.87              3.87             15.97        1000
16                      9.62              4.02             17.62        1000
32                      8.87              3.86             16.10        1000
64                      9.05              4.13             16.36        1000
128                     9.19              4.05             16.45        1000
256                     9.37              4.28             16.41        1000
512                    10.28              5.19             17.48        1000
1024                   10.82              5.38             17.68        1000
2048                   10.99              5.01             18.47        1000
4096                   11.67              5.32             19.45        1000
8192                   13.10              5.73             21.65        1000
16384                 395.93            379.50            408.45         100
32768                 417.68            391.90            444.44         100
65536                 434.15            413.24            462.76         100
131072                488.13            469.83            500.45         100
262144                569.08            542.34            601.00         100
524288                710.87            678.47            739.37         100
1048576               938.63            899.53           1010.48         100
2097152              1833.34           1666.70           1983.84         100
4194304              3641.16           3241.44           4004.84         100
8388608              8021.70           7636.36           8331.02         100
16777216            14567.22          13745.40          15398.91         100
33554432            29616.46          27824.33          31216.82         100
67108864            59755.51          56187.98          62935.26         100
