
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       8.96              3.91             16.55        1000
16                      9.24              4.00             17.15        1000
32                      8.85              3.71             16.63        1000
64                      8.99              4.14             16.47        1000
128                     9.15              3.96             16.77        1000
256                     9.38              4.23             16.79        1000
512                    10.92              5.12             18.94        1000
1024                   10.88              5.35             17.82        1000
2048                   11.05              5.08             18.56        1000
4096                   11.60              5.27             19.43        1000
8192                   14.01              5.71             23.75        1000
16384                 387.28            369.89            411.08         100
32768                 425.09            395.11            445.05         100
65536                 407.26            390.42            429.50         100
131072                704.20            688.97            728.56         100
262144                553.94            531.43            577.68         100
524288                677.62            651.52            698.35         100
1048576               907.52            860.83            947.15         100
2097152              1831.56           1709.57           1977.41         100
4194304              3724.74           3290.87           4062.32         100
8388608              7511.41           7221.33           7833.39         100
16777216            14873.01          14165.97          15568.46         100
33554432            28923.32          27278.21          30411.16         100
67108864            60273.26          56719.29          63726.29         100
