
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.70              0.34             18.44        1000
16                      1.72              0.34             19.73        1000
32                      1.70              0.34             18.12        1000
64                      1.77              0.34             21.56        1000
128                     1.73              0.34             20.60        1000
256                     1.73              0.34             18.19        1000
512                     2.03              0.41             28.21        1000
1024                    2.04              0.43             20.99        1000
2048                    2.28              0.48             24.60        1000
4096                   31.36              0.56             60.69        1000
8192                   28.99              0.74             54.15        1000
16384                  30.56              3.09             53.60         100
32768                  37.25              3.59             63.62         100
65536                  49.74              5.05             83.59         100
131072                131.03              9.02            180.30         100
262144                122.86             20.27            174.37         100
524288                304.43            107.45            409.45         100
1048576               949.10            478.24           1099.62         100
2097152              2374.57           1087.80           2711.61         100
4194304              5135.80           2239.69           5858.03         100
8388608             10612.91           4457.97          12114.93         100
16777216            21862.72           9346.04          24832.56         100
33554432            45308.08          18691.62          51699.68         100
67108864            90220.82          37582.46         102619.50         100
