
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.78              0.31             22.45        1000
16                      1.75              0.31             20.01        1000
32                      1.71              0.31             20.06        1000
64                      1.76              0.32             23.05        1000
128                     1.75              0.32             22.31        1000
256                     1.88              0.32             28.96        1000
512                     1.92              0.39             20.03        1000
1024                    2.09              0.42             26.25        1000
2048                    2.37              0.44             34.72        1000
4096                   29.05              0.53             51.83        1000
8192                   35.44              0.68             59.88        1000
16384                  30.84              2.97             55.12         100
32768                  38.52              3.50             65.46         100
65536                  48.66              4.99             81.94         100
131072                211.81              9.10            375.78         100
262144                156.10             19.86            213.37         100
524288                322.78            103.35            408.65         100
1048576               998.87            472.77           1203.54         100
2097152              2347.53           1105.52           2736.61         100
4194304              5205.57           2272.98           6000.11         100
8388608             10765.86           4480.83          12307.87         100
16777216            21914.52           9122.00          25067.88         100
33554432            44929.54          18779.27          51149.81         100
67108864            89881.16          37243.70         101804.43         100
