
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       2.70              1.33              4.55        1000
16                      2.68              1.32              4.58        1000
32                      2.67              1.32              4.50        1000
64                      2.74              1.41              4.59        1000
128                     2.78              1.36              5.23        1000
256                     2.72              1.37              4.52        1000
512                     3.19              1.57              5.05        1000
1024                    3.48              1.72              5.37        1000
2048                    3.75              1.79              5.89        1000
4096                    4.11              1.94              6.33        1000
8192                    4.76              2.17              7.40        1000
16384                  62.27             61.33             63.27         100
32768                  72.82             66.96             76.01         100
65536                  82.75             80.23             85.09         100
131072                104.84             99.49            108.84         100
262144                139.66            135.75            142.38         100
524288                221.43            210.59            236.52         100
1048576               474.97            450.16            482.09         100
2097152              1241.10           1202.26           1270.88         100
4194304              2682.12           2598.91           2730.02         100
8388608              5665.03           5496.87           5772.26         100
16777216            11883.96          11611.11          12050.21         100
33554432            24688.68          24112.28          25017.59         100
67108864            49799.04          48783.56          50272.71         100
