
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       9.54              3.68             17.87        1000
16                      8.98              3.77             16.43        1000
32                      8.97              3.59             16.77        1000
64                      9.01              3.91             16.56        1000
128                     9.75              3.76             18.22        1000
256                     9.36              4.25             16.49        1000
512                    10.28              5.09             17.37        1000
1024                   10.81              5.40             17.53        1000
2048                   11.10              4.88             18.56        1000
4096                   12.13              5.17             20.65        1000
8192                   13.28              5.40             21.74        1000
16384                 406.20            390.32            423.64         100
32768                 430.20            403.01            460.15         100
65536                 446.77            427.68            474.95         100
131072                489.86            464.59            507.02         100
262144                546.65            527.36            570.97         100
524288                707.91            677.12            732.26         100
1048576               945.42            884.75           1002.06         100
2097152              1796.45           1667.81           1960.02         100
4194304              3638.74           3257.07           3955.58         100
8388608              7790.63           7467.24           8082.27         100
16777216            14374.88          13589.37          15163.48         100
33554432            30014.20          27957.29          31802.10         100
67108864            60002.93          55913.56          63285.35         100
