
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.25              0.22              0.41        1000
16                      0.25              0.22              0.41        1000
32                      0.25              0.22              0.41        1000
64                      0.25              0.22              0.41        1000
128                     0.27              0.23              0.41        1000
256                     0.35              0.24              0.44        1000
512                     0.41              0.26              0.54        1000
1024                    0.44              0.34              0.54        1000
2048                    0.64              0.51              0.72        1000
4096                    0.85              0.65              0.94        1000
8192                    1.45              0.89              1.60        1000
16384                  59.76             57.89             61.30         100
32768                  64.07             62.46             65.17         100
65536                  70.12             68.54             70.92         100
131072                 84.07             82.23             85.40         100
262144                101.08            100.49            101.86         100
524288                163.07            162.12            163.83         100
1048576               384.85            371.35            389.37         100
2097152               981.67            973.27            988.23         100
4194304              2105.31           2080.70           2123.97         100
8388608              4392.12           4362.14           4419.54         100
16777216             9191.53           9107.04           9258.72         100
33554432            19590.91          19511.67          19687.50         100
67108864            38947.94          38572.25          39222.72         100
