
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.71              0.64              7.02        1000
16                      1.70              0.65              8.84        1000
32                      1.72              0.69              9.85        1000
64                      1.71              0.66              8.19        1000
128                     2.03              0.67             21.70        1000
256                     1.90              0.73              8.42        1000
512                     2.16              0.88              9.84        1000
1024                    2.52              1.17             11.35        1000
2048                    3.36              1.55             13.86        1000
4096                    4.63              2.29             17.81        1000
8192                    7.20              3.03             29.75        1000
16384                  17.86              4.26            100.29         100
32768                  34.96              9.90             82.16         100
65536                  73.74             45.38            130.33         100
131072                174.70            138.75            245.55         100
262144                396.54            347.98            497.53         100
524288                848.74            798.57            968.40         100
1048576              1504.02           1467.50           1578.66         100
2097152              3118.35           3098.23           3206.25         100
4194304              6397.59           6375.38           6470.81         100
8388608             13067.84          13045.39          13158.82         100
16777216            26542.49          26500.04          26618.53         100
33554432            52421.58          52390.67          52551.75         100
67108864           104452.31         104412.91         104672.87         100
