
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.63              0.64              7.25        1000
16                      1.65              0.63              7.12        1000
32                      1.73              0.64              7.21        1000
64                      1.70              0.64              6.86        1000
128                     1.81              0.66              7.81        1000
256                     1.89              0.72              8.53        1000
512                     2.17              0.68             10.42        1000
1024                    2.50              1.05             11.23        1000
2048                    3.45              1.60             20.15        1000
4096                    4.66              2.14             23.40        1000
8192                    7.12              2.86             26.94        1000
16384                  17.11              5.22             44.84         100
32768                  34.86             10.96             70.53         100
65536                  74.26             47.51            133.05         100
131072                179.45            143.51            264.37         100
262144                393.94            344.60            506.22         100
524288                866.48            826.34           1003.34         100
1048576              1551.09           1524.90           1634.99         100
2097152              3091.26           3072.43           3162.88         100
4194304              6281.49           6262.75           6353.12         100
8388608             12888.26          12859.85          13001.82         100
16777216            26376.69          26316.65          26452.50         100
33554432            52811.35          52791.08          52924.79         100
67108864           104977.39         104943.34         105212.52         100
