
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.64              0.80              6.79        1000
16                      1.65              0.77              6.65        1000
32                      1.70              0.72              6.96        1000
64                      1.70              0.77              7.02        1000
128                     1.83              0.76              9.46        1000
256                     1.91              0.74              8.80        1000
512                     2.22              0.78             16.31        1000
1024                    2.48              1.13             10.80        1000
2048                    3.42              1.58             18.04        1000
4096                    4.65              2.22             18.82        1000
8192                    7.17              3.00             27.10        1000
16384                  16.74              5.11             44.38         100
32768                  34.67              9.87             72.13         100
65536                  74.08             46.82            129.57         100
131072                173.23            130.00            245.14         100
262144                443.43            401.49            551.53         100
524288                954.49            907.80           1090.67         100
1048576              1598.23           1567.05           1683.22         100
2097152              3166.38           3143.74           3233.09         100
4194304              6392.12           6364.66           6464.08         100
8388608             13193.05          13169.98          13270.66         100
16777216            25638.68          25610.59          25776.83         100
33554432            52220.49          52194.67          52365.79         100
67108864           104532.19         104505.59         104679.04         100
