
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.25              0.23              0.41        1000
16                      0.29              0.23              0.52        1000
32                      0.25              0.23              0.40        1000
64                      0.25              0.23              0.41        1000
128                     0.30              0.26              0.55        1000
256                     0.36              0.25              0.47        1000
512                     0.38              0.27              0.49        1000
1024                    0.46              0.37              0.55        1000
2048                    0.64              0.54              0.71        1000
4096                    0.82              0.69              0.88        1000
8192                    1.41              0.96              1.52        1000
16384                  61.74             60.38             62.54         100
32768                  64.67             61.98             73.22         100
65536                  72.82             70.22             73.85         100
131072                 88.04             83.33             95.68         100
262144                102.81            100.43            104.16         100
524288                158.06            155.37            160.57         100
1048576               374.75            362.27            379.45         100
2097152               952.99            930.40            975.43         100
4194304              2090.57           2043.30           2116.38         100
8388608              4305.83           4270.43           4350.47         100
16777216             9129.35           9072.51           9199.03         100
33554432            19276.97          19130.55          19386.64         100
67108864            39240.20          38905.16          39405.91         100
