
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.05              0.34              5.10        1000
16                      1.11              0.34              5.49        1000
32                      1.06              0.34              5.27        1000
64                      1.05              0.34              5.17        1000
128                     1.08              0.34              5.46        1000
256                     1.10              0.35              5.51        1000
512                     1.23              0.41              5.82        1000
1024                    1.35              0.43              6.49        1000
2048                    1.54              0.46              7.58        1000
4096                    7.58              0.53             13.69        1000
8192                    8.51              0.64             14.78        1000
16384                  12.63              2.38             19.84         100
32768                  19.01              2.88             29.11         100
65536                  29.99              4.60             43.32         100
131072                 50.78              8.94             70.78         100
262144                 98.28             17.54            128.32         100
524288                270.38             95.50            326.25         100
1048576               860.15            477.81            967.22         100
2097152              2259.58           1160.69           2508.74         100
4194304              5110.11           2408.00           5680.21         100
8388608             10736.38           4785.46          11953.99         100
16777216            22032.79           9399.54          24539.67         100
33554432            45809.76          19438.26          51087.68         100
67108864            92581.16          39188.50         103254.52         100
