
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.27              0.21              0.44        1000
16                      0.27              0.21              0.44        1000
32                      0.27              0.21              0.44        1000
64                      0.27              0.21              0.44        1000
128                     0.29              0.22              0.44        1000
256                     0.37              0.25              0.45        1000
512                     0.40              0.25              0.49        1000
1024                    0.47              0.36              0.57        1000
2048                    0.69              0.62              0.84        1000
4096                    0.80              0.67              0.85        1000
8192                    1.51              0.95              1.62        1000
16384                  65.56             63.04             67.74         100
32768                  64.13             62.38             64.78         100
65536                  72.74             70.59             73.64         100
131072                 83.27             80.97             84.03         100
262144                101.51            100.10            102.16         100
524288                166.31            164.86            167.68         100
1048576               378.54            374.78            382.19         100
2097152               983.03            967.37            991.11         100
4194304              2083.74           2067.52           2092.40         100
8388608              4339.55           4316.63           4354.53         100
16777216             9160.71           9077.92           9227.21         100
33554432            19642.73          19532.21          19753.19         100
67108864            39027.42          38697.13          39294.99         100
