
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       3.91
16                      4.56
32                      4.29
64                      4.36
128                     4.58
256                     4.80
512                     8.40
1024                    9.08
2048                    9.98
4096                   11.67
8192                   14.50
16384                  20.33
32768                  31.29
65536                  36.45
131072                 53.34
262144                 91.70
524288                186.67
1048576               458.76
2097152              1631.16
4194304              4365.33
8388608             10283.68
16777216            22253.90
33554432            46868.05
67108864            95342.51
