
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       2.89
16                      3.15
32                      3.23
64                      3.34
128                     3.45
256                     3.64
512                     9.09
1024                    9.86
2048                   11.50
4096                   14.53
8192                   20.56
16384                  33.44
32768                  52.89
65536                  78.16
131072                134.82
262144                 96.16
524288                181.24
1048576               475.64
2097152              1612.38
4194304              4423.10
8388608             10516.99
16777216            22735.19
33554432            49913.42
67108864           102597.80
