
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       3.91
16                      4.12
32                      4.23
64                      4.33
128                     4.54
256                     4.81
512                     8.41
1024                    9.14
2048                   10.10
4096                   11.65
8192                   14.51
16384                  20.62
32768                  31.40
65536                  36.64
131072                 55.36
262144                 91.54
524288                181.84
1048576               459.69
2097152              1594.77
4194304              4389.59
8388608             10280.43
16777216            22315.47
33554432            46754.30
67108864            95363.94
