
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       2.87
16                      3.27
32                      3.21
64                      3.29
128                     3.65
256                     3.68
512                     9.18
1024                   10.03
2048                   11.60
4096                   14.75
8192                   20.84
16384                  32.98
32768                  53.88
65536                  78.38
131072                135.45
262144                 96.87
524288                180.00
1048576               471.72
2097152              1669.98
4194304              4489.44
8388608             10442.34
16777216            22987.09
33554432            50338.70
67108864           102636.38
