
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       8.34
16                      9.29
32                      9.79
64                     13.06
128                    15.74
256                    38.19
512                    18.84
1024                   20.59
2048                   21.19
4096                   50.03
8192                   45.41
16384                  51.81
32768                 146.37
65536                  85.48
131072                117.93
262144                169.37
524288                291.48
1048576               587.15
2097152              2084.58
4194304              5247.59
8388608             11715.35
16777216            24894.93
33554432            53736.75
67108864           108169.16
