
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       8.47
16                      9.32
32                     17.78
64                      9.93
128                    12.55
256                    11.59
512                    18.20
1024                   20.78
2048                   21.75
4096                   41.09
8192                   42.99
16384                  50.14
32768                 161.20
65536                  88.62
131072                118.36
262144                193.31
524288                389.49
1048576               620.52
2097152              2040.37
4194304              5132.68
8388608             11638.74
16777216            24796.99
33554432            54227.31
67108864           109866.46
