
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       8.68
16                      9.73
32                      9.92
64                     10.66
128                    11.32
256                    11.68
512                    21.36
1024                   23.28
2048                   33.19
4096                   28.46
8192                   37.00
16384                  54.66
32768                 101.52
65536                  89.88
131072                113.20
262144                233.22
524288                244.68
1048576               563.11
2097152              1987.61
4194304              5111.68
8388608             11408.43
16777216            24085.00
33554432            49854.36
67108864            99971.04
