
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       8.87
16                      9.92
32                     10.24
64                     10.35
128                    18.86
256                    11.50
512                    24.70
1024                   31.24
2048                   24.61
4096                   28.38
8192                   37.68
16384                  54.94
32768                 104.07
65536                  86.06
131072                111.96
262144                230.95
524288                245.11
1048576               617.25
2097152              2043.59
4194304              5110.49
8388608             11432.68
16777216            24128.39
33554432            49745.56
67108864           100100.97
