
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       8.75
16                      9.95
32                     10.13
64                     10.52
128                    11.43
256                    11.74
512                    22.58
1024                   23.30
2048                   24.32
4096                   27.77
8192                   36.26
16384                  54.29
32768                 103.23
65536                  86.77
131072                112.77
262144                152.70
524288                329.68
1048576               542.51
2097152              1892.58
4194304              5061.87
8388608             11331.29
16777216            24152.83
33554432            49706.04
67108864           100345.75
