
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       8.48
16                      9.03
32                      9.71
64                     10.05
128                    10.68
256                    11.43
512                    18.05
1024                   20.44
2048                   21.13
4096                   33.15
8192                   48.01
16384                  50.26
32768                  66.39
65536                  88.85
131072                117.19
262144                170.07
524288                275.99
1048576               661.54
2097152              1965.58
4194304              5197.60
8388608             11594.55
16777216            24752.03
33554432            53875.84
67108864           108983.86
