
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.58              1.13              2.39        1000
16                      1.75              1.17              2.78        1000
32                      1.70              1.16              2.62        1000
64                      1.73              1.18              2.70        1000
128                     1.84              1.28              2.81        1000
256                     2.07              1.34              3.11        1000
512                     3.37              1.93              4.99        1000
1024                    3.49              1.92              5.16        1000
2048                    3.61              1.96              5.37        1000
4096                    3.85              1.99              6.06        1000
8192                    4.37              2.13              6.83        1000
16384                   5.30              2.31              8.60         100
32768                   7.87              3.00             13.55         100
65536                  11.77              3.47             20.96         100
131072                 19.55              4.50             35.10         100
262144                 33.93              5.87             62.62         100
524288                 60.21             12.04            109.01         100
1048576               152.33             26.31            270.33         100
2097152               339.23             65.85            601.90         100
4194304               785.75            157.46           1382.18         100
8388608              1786.06            344.43           3165.77         100
16777216             4053.14            882.60           7001.13         100
33554432             8541.78           1985.71          14616.12         100
67108864            16997.53           3747.52          29436.22         100
